bearing,measurement,t_s,rul_s,vmdlite_ch0_score,vmdlite_ch0_max_kurt,vmdlite_ch0_att_band,vmdlite_ch1_score,vmdlite_ch1_max_kurt,vmdlite_ch1_att_band,vmdlite_ch2_score,vmdlite_ch2_max_kurt,vmdlite_ch2_att_band,vmdlite_ch3_score,vmdlite_ch3_max_kurt,vmdlite_ch3_att_band,vmd_cbam_score,vmd_cbam_chmax,vmd_cbam_chstd,vmd_cbam_top_channel,vmd_cbam_score_rel,vmd_cbam_chmax_rel,vmd_cbam_chstd_rel
Train1,0,0.0,75600.0,0.040285217516535715,31.5340510837716,0.0,0.20238345654193948,3.0546311835317237,3.0,0.1496181379254951,2.890145679392277,3.0,0.1905996615981479,3.0219393158198775,3.0,0.14969594433492955,0.20238345654193948,0.06394650138707615,1.0,-0.6331121339768785,-0.9764515238817904,-0.5687807092495145
Train1,1,600.0,75000.0,0.05209028926335438,4.494125264020666,0.0,0.18236858019487792,2.724255046653508,3.0,0.1370716661268405,2.6909201493767494,3.0,0.16095961375275958,2.761274051810984,3.0,0.13551827720770632,0.18236858019487792,0.049451735072200395,1.0,-1.050048569401493,-1.2453170568712761,-1.1304116463408973
Train1,2,1200.0,74400.0,0.049093398707346844,4.238430512087845,0.0,0.16242433356244204,2.4995325419529753,3.0,0.10237415217006442,2.40385325207202,3.0,0.14493534156931853,2.593316479449702,3.0,0.11659949821835047,0.16242433356244204,0.04372625174417133,1.0,-1.6064114888878813,-1.5132338007931483,-1.35225782840193
Train1,3,1800.0,73800.0,0.17427150189850552,2.778888156888712,3.0,0.20152433225989042,2.6306371020716073,3.0,0.0978847905768016,3.972616308681485,1.0,0.2684545637611774,5.9654156330321335,1.0,0.18925389916076554,0.2684545637611774,0.06111615661199254,3.0,0.5302070870043131,-0.08889952757311087,-0.6784485130478081
Train1,4,2400.0,73200.0,0.05126715680520243,20.04684936358577,0.0,0.238389545770672,2.28855925996991,1.0,0.11283200481066488,3.5897479002442845,1.0,0.36054065996929513,10.282664438731803,1.0,0.20509086267002752,0.36054065996929513,0.1189801158161145,3.0,0.9959400636815989,1.1481192233097317,1.563615203307258
Train1,5,3000.0,72600.0,0.06054257911203729,278.01866738909445,0.0,0.18284572174469294,2.0436197640955855,3.0,0.15314977678352307,4.1919029189073544,2.0,0.34111145849510055,7.8540226210185295,1.0,0.19485289536669395,0.34111145849510055,0.10109170780929184,3.0,0.6948622096777243,0.8871212276520491,0.870490310246095
Train1,6,3600.0,72000.0,0.05047010793585324,120.75968623571686,0.0,0.1731397833874913,2.2350499239389183,3.0,0.11824630300615835,2.747676300142688,1.0,0.30958834296453963,6.2444077348996565,1.0,0.17211578425396099,0.30958834296453963,0.09520602707827303,3.0,0.026209886687759823,0.463662240864069,0.6424369348018611
Train1,7,4200.0,71400.0,0.17361593211143783,2.763216085180834,3.0,0.2100793670488642,2.4819697761871096,3.0,0.14158696292357517,3.4700679109472734,2.0,0.3815785650413346,8.67110675293974,1.0,0.23565238965583926,0.3815785650413346,0.09263606447807576,3.0,1.8946925882158052,1.4307273924582022,0.5428581991338507
Train1,8,4800.0,70800.0,0.02510887518009512,9.965928884356194,0.0,0.16864903851177196,2.0426337502288794,3.0,0.11109635331784548,2.5652523270146865,2.0,0.31894730857745324,6.0544360374088075,1.0,0.16764037549190086,0.31894730857745324,0.10707548476054386,3.0,-0.10540280809321095,0.5893838908064984,1.1023446350052655
Train1,9,5400.0,70200.0,0.07506062586885835,2.634216862362951,0.0,0.14394064884291213,2.086282219364956,3.0,0.12962974568901,6.405987723107991,1.0,0.2233269162670268,6.405379023178536,1.0,0.1458254053665376,0.2233269162670268,0.0530278702960915,3.0,-0.7469368349077341,-0.6951120659712182,-0.9918465854541823
Train1,10,6000.0,69600.0,0.03542481298870519,4.490310699581998,0.0,0.15184042229681954,1.8781787321268144,3.0,0.11310986262218471,5.018423994996002,1.0,0.1648268128163548,4.776934077786031,1.0,0.11879539440458964,0.1648268128163548,0.050420596061625286,3.0,-1.5418346357118697,-1.480960612895374,-1.0928710407470326
Train1,11,6600.0,69000.0,0.030411881678908972,12.804337659747599,0.0,0.17703259611673136,2.567919489856961,3.0,0.11305101229444094,4.9593146766989165,1.0,0.16257585545449757,5.177030244579186,1.0,0.12398935363545352,0.17703259611673136,0.05730920862103824,1.0,-1.3890908289893251,-1.3169968503567309,-0.8259569116774237
Train1,12,7200.0,68400.0,0.06395765138509243,3.169102111583001,0.0,0.16815077133778839,2.133152852771005,3.0,0.09019904055345328,4.256685197935968,1.0,0.1597299135188189,5.507237530853271,1.0,0.12248432427761455,0.16815077133778839,0.044510580497211585,1.0,-1.4333506899407704,-1.4363089316157447,-1.32186732171914
Train1,13,7800.0,67800.0,0.055725315527611494,94.98084595722895,0.0,0.17772637052324594,2.6194736421993055,3.0,0.10100186217491859,5.203834681617439,1.0,0.15235902420608888,5.180246738826973,1.0,0.12390552064145521,0.17772637052324594,0.04706379133797649,1.0,-1.3915561873148505,-1.3076771812092673,-1.2229376690472635
Train1,14,8400.0,67200.0,0.07738395581752174,3.28843701709245,0.0,0.17028147262639698,2.4862169189449306,3.0,0.11787311996874901,4.4527327658138285,2.0,0.14626882479805448,4.445028430060846,1.0,0.1291420007789149,0.17028147262639698,0.034590465588579186,1.0,-1.2375619269691538,-1.4076866145117353,-1.70624353801395
Train1,15,9000.0,66600.0,0.027126860392876435,13.548521719566658,0.0,0.24759498774486866,2.2414326543481344,3.0,0.10961772413277412,3.8537096861051774,1.0,0.3621843187075264,7.90240067382304,1.0,0.20318021327808333,0.3621843187075264,0.12836295291339908,3.0,0.9397517401954459,1.1701989591544275,1.9271734337090494
Train1,16,9600.0,66000.0,0.03472396056822635,26.371833738839907,0.0,0.23676471861830653,2.6167345397721062,3.0,0.12529666348773233,2.827964515196806,2.0,0.3390884858821416,6.923956374449098,1.0,0.19711324533245794,0.3390884858821416,0.11463634640722044,3.0,0.7613345177860306,0.8599460605226155,1.3953065027301166
Train1,17,10200.0,65400.0,0.02804808691571872,5.723247359471738,0.0,0.2959805092317298,2.5059933845492983,1.0,0.1314208297304499,2.961522097861999,1.0,0.33683665773260846,6.931415691864277,1.0,0.2133556257251284,0.33683665773260846,0.12469183607347892,3.0,1.2389899827480582,0.8296966118062442,1.7849281055549617
Train1,18,10800.0,64800.0,0.14871181949485998,2.041825523961288,3.0,0.24853831700917506,2.2201969446342646,1.0,0.10599243919285511,2.1947767405741807,2.0,0.3347414453869486,6.136246433714014,1.0,0.21747107586732822,0.3347414453869486,0.08890785652440919,3.0,1.360017024577935,0.8015510277779577,0.3984007528250827
Train1,19,11400.0,64200.0,0.1381089404034374,2.0216338523330046,3.0,0.250319411401772,2.7198833262352045,3.0,0.13902987432410957,2.901415106904947,1.0,0.3072642777288637,5.753750513384574,1.0,0.21403607964332805,0.3072642777288637,0.07294538171620145,3.0,1.2590007524028286,0.43244241080081325,-0.2200997107271059
Train1,20,12000.0,63600.0,0.14881409159864456,2.0626801003189987,3.0,0.21920220340552912,2.439973846809667,3.0,0.13309635506954162,3.2714628841613207,1.0,0.34060677340414564,7.101249270078428,1.0,0.2173095394320751,0.34060677340414564,0.08185346158345046,3.0,1.355266565641266,0.8803416491216346,0.12506302835019706
Train1,21,12600.0,63000.0,0.11364974643523794,2.227716856922762,0.0,0.3788804014191255,5.132951744025627,1.0,0.12293672672064208,5.588952976907299,1.0,0.3676103520757384,9.909521120318868,1.0,0.26195962424481384,0.3788804014191255,0.12758058706609343,1.0,2.6683350018076104,1.3944821922481798,1.8968589840363
Train1,22,13200.0,62400.0,0.15946133877092153,2.391658078201279,3.0,0.18132224871855146,2.6586666663444136,3.0,0.1295164589914352,5.886580603698027,1.0,0.17134306854881887,3.849877571103744,1.0,0.16078641590258508,0.18132224871855146,0.01944328268393295,1.0,-0.30696385858695074,-1.2593727255243323,-2.293153760933536
Train1,23,13800.0,61800.0,0.05778606293124238,108.94094131868083,0.0,0.17980372095847483,2.7238752329947875,3.0,0.12494633550570167,5.4448956996285,1.0,0.18977510704590156,5.149212296542391,1.0,0.14079580116115772,0.18977510704590156,0.05251871675154121,3.0,-0.8948472936715129,-1.1458230727531198,-1.0115748360611414
Train1,24,14400.0,61200.0,0.03331185925216118,15.79860905968517,0.0,0.1674180384609362,2.446717089965163,3.0,0.10775426609107362,5.3553456306022245,1.0,0.18829923886606498,6.7811220689717775,1.0,0.12776860891147201,0.18829923886606498,0.06022380653685498,3.0,-1.2779505963118896,-1.1656488302503545,-0.7130245384921594
